Month,Temperature,Humidity,Wind_Speed,Wildfire_Risk,Wildfire Risk 0 to 1 Scale,WFRN,LONG,LAT
11-Apr,-1.241,58.49866667,8.895666667,32.02565303,0.800641326,0.527340513,-111.35683,58.696616
11-May,9.57516129,52.82032258,11.63709677,45.05026833,1.126256708,0.741806314,-111.35683,58.696616
11-Jun,14.3475,58.15333333,11.32833333,48.09058333,1.202264583,0.79186872,-111.35683,58.696616
11-Jul,18.36741935,69.50612903,,,0.0,0.0,-111.35683,58.696616
11-Aug,15.69919355,71.66387097,11.00548387,46.37515103,1.159378776,0.763622085,-111.35683,58.696616
11-Sep,12.00583333,69.546,8.924666667,41.88051212,1.047012803,0.689612503,-111.35683,58.696616
11-Oct,2.958387097,82.20451613,7.561935484,30.10180938,0.752545235,0.495662136,-111.35683,58.696616
11-Nov,-11.05983333,84.381,7.733666667,17.05147425,0.426286856,0.280772828,-111.35683,58.696616
11-Dec,-11.99548387,85.05290323,8.371935484,16.54520381,0.413630095,0.272436483,-111.35683,58.696616
12-Jan,,,,,0.0,0.0,-111.35683,58.696616
12-Feb,,,,,0.0,0.0,-111.35683,58.696616
12-Mar,,,,,0.0,0.0,-111.35683,58.696616
12-Apr,,,,,0.0,0.0,-111.35683,58.696616
12-May,,,,,0.0,0.0,-111.35683,58.696616
12-Jun,,,,,0.0,0.0,-111.35683,58.696616
12-Jul,,,,,0.0,0.0,-111.35683,58.696616
12-Aug,,,,,0.0,0.0,-111.35683,58.696616
12-Sep,,,,,0.0,0.0,-111.35683,58.696616
12-Oct,,,,,0.0,0.0,-111.35683,58.696616
12-Nov,,,,,0.0,0.0,-111.35683,58.696616
12-Dec,,,,,0.0,0.0,-111.35683,58.696616
13-Jan,-22.13887097,80.97806452,8.496774194,8.232539587,0.20581349,0.135558568,-111.35683,58.696616
13-Feb,-14.885,80.98964286,10.08892857,16.01876786,0.400469196,0.263768088,-111.35683,58.696616
13-Mar,-14.74080645,73.22903226,9.418709677,17.19931085,0.429982771,0.283207134,-111.35683,58.696616
13-Apr,-5.137666667,65.72433333,13.29433333,30.33709545,0.758427386,0.499536402,-111.35683,58.696616
13-May,10.78193548,51.76967742,12.51516129,47.01601319,1.17540033,0.774174644,-111.35683,58.696616
13-Jun,16.72716667,66.36666667,9.632666667,47.3395,1.1834875,0.779501239,-111.35683,58.696616
13-Jul,15.81951613,64.95290323,11.58677419,48.26269648,1.206567412,0.794702768,-111.35683,58.696616
13-Aug,16.77403226,69.42903226,10.25225806,47.23432551,1.180858138,0.777769416,-111.35683,58.696616
13-Sep,12.09933333,75.068,11.08566667,42.48186212,1.062046553,0.699514447,-111.35683,58.696616
13-Oct,2.075967742,84.88580645,10.03064516,30.61488416,0.765372104,0.504110524,-111.35683,58.696616
13-Nov,-12.68,84.54066667,9.059666667,16.54116212,0.413529053,0.272369931,-111.35683,58.696616
13-Dec,-26.85758065,76.64516129,8.970967742,5.165029321,0.129125733,0.085048358,-111.35683,58.696616
14-Jan,-21.58048387,79.21548387,11.93677419,11.67268035,0.291817009,0.192204582,-111.35683,58.696616
14-Feb,-23.49303571,74.23321429,10.3525,9.742245133,0.243556128,0.160417667,-111.35683,58.696616
14-Mar,-17.33822581,69.47967742,10.14032258,16.12910117,0.403227529,0.265584857,-111.35683,58.696616
14-Apr,-4.2155,66.16,12.98166667,30.85379546,0.771344886,0.508044483,-111.35683,58.696616
14-May,6.273225806,62.58387097,12.45129032,40.70644428,1.017661107,0.670280078,-111.35683,58.696616
14-Jun,15.79516667,60.622,11.66633333,49.16641061,1.229160265,0.809583498,-111.35683,58.696616
14-Jul,19.00677419,64.14516129,10.12419355,50.22481671,1.255620418,0.827011415,-111.35683,58.696616
14-Aug,16.11080645,66.72483871,9.295806452,46.45489296,1.161372324,0.764935131,-111.35683,58.696616
14-Sep,8.2665,75.66366667,10.24,38.24408485,0.956102121,0.629734398,-111.35683,58.696616
14-Oct,3.005806452,84.27258065,10.56258065,31.98178886,0.799544721,0.526618237,-111.35683,58.696616
14-Nov,-13.3935,85.10533333,9.597,16.18259242,0.404564811,0.266465654,-111.35683,58.696616
14-Dec,-16.92016129,85.78225806,8.946451613,12.35324047,0.308831012,0.203410815,-111.35683,58.696616
15-Jan,-19.79580645,83.79387097,9.800322581,10.77709824,0.269427456,0.177457756,-111.35683,58.696616
15-Feb,-22.57910714,75.94535714,10.49892857,10.34048214,0.258512054,0.170268352,-111.35683,58.696616
15-Mar,-10.26354839,70.78741935,11.14129032,23.04980352,0.576245088,0.379542463,-111.35683,58.696616
15-Apr,1.1405,57.21,13.66633333,38.02638636,0.950659659,0.626149733,-111.35683,58.696616
15-May,8.935806452,46.14096774,11.6683871,45.82837537,1.145709384,0.754618773,-111.35683,58.696616
15-Jun,15.66883333,59.484,10.778,48.61291212,1.215322803,0.800469486,-111.35683,58.696616
15-Jul,16.38887097,74.33064516,9.339354839,45.21917889,1.130479472,0.744587627,-111.35683,58.696616
15-Aug,16.03354839,69.53677419,11.63677419,47.57799707,1.189449927,0.783428377,-111.35683,58.696616
15-Sep,8.399833333,73.555,9.968666667,38.5835303,0.964588258,0.635323771,-111.35683,58.696616
15-Oct,2.825483871,83.40451613,10.66064516,32.06502053,0.801625513,0.527988746,-111.35683,58.696616
15-Nov,-7.307166667,85.64933333,9.087,21.22432273,0.530608068,0.349483748,-111.35683,58.696616
15-Dec,-14.03016129,85.44774194,9.746774194,15.64765836,0.391191459,0.257657328,-111.35683,58.696616
16-Jan,-15.80790323,84.80419355,8.381612903,13.13636803,0.328409201,0.216305942,-111.35683,58.696616
16-Feb,-17.84310345,78.96310345,9.976206897,13.65034953,0.341258738,0.22476926,-111.35683,58.696616
16-Mar,-8.827741935,71.65741935,11.36032258,24.34535631,0.608633908,0.400875282,-111.35683,58.696616
16-Apr,-1.296833333,62.32666667,13.09566667,34.35929546,0.858982386,0.565766715,-111.35683,58.696616
16-May,10.55870968,61.87258065,11.84032258,44.28637097,1.107159274,0.729227834,-111.35683,58.696616
16-Jun,16.05033333,64.22866667,11.41,48.48479697,1.212119924,0.798359918,-111.35683,58.696616
16-Jul,17.85725806,68.48032258,10.4383871,48.54841495,1.213710374,0.799407463,-111.35683,58.696616
16-Aug,15.69693548,70.51193548,10.72806452,46.39542082,1.159885521,0.763955851,-111.35683,58.696616
16-Sep,10.096,77.21366667,10.94066667,40.12276667,1.003069167,0.660669131,-111.35683,58.696616
16-Oct,0.312258065,88.14290323,9.075806452,27.64396334,0.691099084,0.455190775,-111.35683,58.696616
16-Nov,-3.326833333,87.99666667,9.606,24.76259091,0.619064773,0.407745546,-111.35683,58.696616
16-Dec,-20.48887097,81.77870968,9.817419355,10.56289443,0.264072361,0.173930635,-111.35683,58.696616
17-Jan,-16.09580645,84.48612903,7.95,12.61454106,0.315363526,0.20771344,-111.35683,58.696616
17-Feb,-16.14285714,78.80357143,10.03321429,15.27068994,0.381767249,0.251450094,-111.35683,58.696616
17-Mar,-12.53677419,68.59096774,11.49709677,21.68937977,0.542234494,0.357141465,-111.35683,58.696616
17-Apr,-0.363,57.16166667,12.14066667,35.52498485,0.888124621,0.584961178,-111.35683,58.696616
17-May,9.757741935,56.33612903,13.31903226,45.77454106,1.144363526,0.753732327,-111.35683,58.696616
17-Jun,14.254,60.95733333,12.35833333,48.21728333,1.205432083,0.793954987,-111.35683,58.696616
17-Jul,18.26516129,65.02548387,10.76096774,49.85213929,1.246303482,0.820874837,-111.35683,58.696616
17-Aug,17.11370968,65.98774194,10.56096774,48.46291349,1.211572837,0.79799958,-111.35683,58.696616
17-Sep,11.0995,72.586,11.04933333,42.04207272,1.051051818,0.692272791,-111.35683,58.696616
17-Oct,1.369677419,86.30580645,10.67548387,30.17243108,0.754310777,0.496825007,-111.35683,58.696616
17-Nov,-13.99566667,83.99266667,10.654,16.65045151,0.416261288,0.274169511,-111.35683,58.696616
17-Dec,-18.71790323,83.8083871,8.701290323,10.92983284,0.273245821,0.179972713,-111.35683,58.696616
18-Jan,-20.5533871,80.81612903,9.843548387,10.7163563,0.267908908,0.176457567,-111.35683,58.696616
18-Feb,-20.69607143,75.665,11.65,12.97170779,0.324292695,0.213594615,-111.35683,58.696616
18-Mar,-11.5866129,69.33935484,12.02709677,22.80098534,0.570024633,0.375445375,-111.35683,58.696616
18-Apr,-3.492833333,62.40933333,12.27,31.72714849,0.793178712,0.52242528,-111.35683,58.696616
18-May,10.63322581,54.89935484,13.25,46.80601613,1.170150403,0.770716792,-111.35683,58.696616
18-Jun,15.7335,69.17866667,12.55166667,48.06301667,1.201575417,0.791414803,-111.35683,58.696616
18-Jul,17.0133871,68.74935484,11.27806452,48.35721115,1.208930279,0.796259065,-111.35683,58.696616
18-Aug,14.57774194,68.84483871,10.86322581,45.81276247,1.145319062,0.754361688,-111.35683,58.696616
18-Sep,3.144833333,69.27966667,10.984,35.42282424,0.885570606,0.583278982,-111.35683,58.696616
18-Oct,-0.813064516,72.57064516,10.5783871,30.86232991,0.771558248,0.508185013,-111.35683,58.696616
18-Nov,-10.22783333,80.69066667,10.46833333,20.59690455,0.514922614,0.33915256,-111.35683,58.696616
18-Dec,-14.55290323,82.23483871,9.319354839,15.49445454,0.387361364,0.255134645,-111.35683,58.696616
19-Jan,-21.63741935,76.13096774,10.74129032,11.34121115,0.283530279,0.186746547,-111.35683,58.696616
19-Feb,-25.34321429,70.9125,8.866785714,7.610121749,0.190253044,0.125309717,-111.35683,58.696616
19-Mar,-5.960483871,64.46387097,11.48387097,28.48332551,0.712083138,0.469011872,-111.35683,58.696616
19-Apr,0.503333333,63.96133333,11.15833333,34.21587727,0.855396932,0.563405163,-111.35683,58.696616
19-May,6.829516129,54.62580645,13.38645161,43.50514663,1.087628666,0.716364045,-111.35683,58.696616
19-Jun,13.79433333,66.27966667,12.20366667,46.61893788,1.165473447,0.767636326,-111.35683,58.696616
19-Jul,16.0683871,63.60032258,10.90193548,48.24582991,1.206145748,0.79442504,-111.35683,58.696616
19-Aug,13.96112903,77.04580645,9.910322581,42.89733431,1.072433358,0.706355691,-111.35683,58.696616
19-Sep,9.260666667,79.42066667,9.259,37.66072273,0.941518068,0.620128646,-111.35683,58.696616
19-Oct,0.837903226,79.18483871,10.58258065,31.04351613,0.776087903,0.51116846,-111.35683,58.696616
19-Nov,-9.111166667,82.40733333,9.477,20.52522273,0.513130568,0.337972234,-111.35683,58.696616
19-Dec,-18.98241935,80.18419355,7.383548387,10.4258959,0.260647397,0.171674791,-111.35683,58.696616
20-Jan,-19.245,79.18903226,9.150322581,11.71129912,0.292782478,0.192840486,-111.35683,58.696616
20-Feb,-16.93258621,74.69655172,10.50689655,15.72942006,0.393235501,0.259003632,-111.35683,58.696616
20-Mar,-14.96580645,66.74032258,12.0383871,20.2572654,0.506431635,0.333559997,-111.35683,58.696616
20-Apr,-4.528166667,66.422,11.923,29.72315303,0.743078826,0.489427109,-111.35683,58.696616
20-May,5.961935484,62.44129032,12.92709677,40.80882404,1.020220601,0.671965883,-111.35683,58.696616
20-Jun,14.58883333,62.82933333,12.46133333,48.22452727,1.205613182,0.794074267,-111.35683,58.696616
20-Jul,17.24354839,73.60870968,10.22870968,46.80756159,1.17018904,0.77074224,-111.35683,58.696616
20-Aug,15.91306452,77.33967742,13.4216129,47.24651466,1.181162867,0.777970125,-111.35683,58.696616
20-Sep,8.470166667,78.08966667,10.12,37.85403636,0.946350909,0.623311785,-111.35683,58.696616
20-Oct,-0.99016129,81.15580645,12.94419355,30.75865543,0.768966386,0.506477889,-111.35683,58.696616
20-Nov,-11.8565,82.74533333,10.08166667,18.41536515,0.460384129,0.303230916,-111.35683,58.696616
20-Dec,-15.51467742,80.47870968,8.342258065,14.23851759,0.35596294,0.234454147,-111.35683,58.696616
21-Jan,-15.30258065,79.67580645,9.763225806,15.65763929,0.391440982,0.257821676,-111.35683,58.696616
21-Feb,-24.03785714,69.91464286,9.519285714,9.485756495,0.237143912,0.156194276,-111.35683,58.696616
21-Mar,-10.73209677,68.86387097,11.32032258,23.14283431,0.578570858,0.381074325,-111.35683,58.696616
21-Apr,-3.172166667,63.82033333,11.60733333,31.23946363,0.780986591,0.514394968,-111.35683,58.696616
21-May,6.256290323,59.16193548,12.39,41.32946774,1.033236694,0.680538901,-111.35683,58.696616
21-Jun,16.5495,64.42066667,11.32333333,48.83518485,1.220879621,0.804129471,-111.35683,58.696616
21-Jul,17.8266129,68.49548387,10.3016129,48.41494281,1.21037357,0.797209686,-111.35683,58.696616
21-Aug,15.62790323,71.74,10.99354839,46.28616423,1.157154106,0.762156811,-111.35683,58.696616
21-Sep,10.8175,82.764,10.558,39.38160909,0.984540227,0.648465089,-111.35683,58.696616
21-Oct,3.787419355,74.06548387,10.43225806,34.63602346,0.865900586,0.570323371,-111.35683,58.696616
21-Nov,-7.276333333,83.29,9.772333333,22.2382197,0.555955492,0.366178768,-111.35683,58.696616
21-Dec,-24.72241935,76.07741935,8.989354839,7.233423759,0.180835594,0.119106936,-111.35683,58.696616
22-Jan,-22.93451613,76.23129032,9.997096774,9.58382258,0.239595565,0.157809051,-111.35683,58.696616
22-Feb,-23.62714286,73.19392857,9.747142857,9.374168829,0.234354221,0.154356852,-111.35683,58.696616
22-Mar,-12.11919355,69.03645161,10.72419355,21.40022434,0.535005609,0.352380177,-111.35683,58.696616
22-Apr,-3.998166667,64.064,12.24733333,30.91982121,0.77299553,0.509131675,-111.35683,58.696616
22-May,6.39,65.98419355,12.32064516,40.03455425,1.000863856,0.659216609,-111.35683,58.696616
22-Jun,15.42283333,56.99066667,11.432,49.37844242,1.234461061,0.813074854,-111.35683,58.696616
22-Jul,18.25467742,61.98419355,11.09677419,50.70272141,1.267568035,0.834880684,-111.35683,58.696616
22-Aug,17.85258065,67.53709677,9.845806452,48.28837244,1.207209311,0.795125554,-111.35683,58.696616
22-Sep,12.52666667,70.614,10.29733333,43.16989697,1.079247424,0.71084376,-111.35683,58.696616
22-Oct,4.468548387,73.32774194,10.59451613,35.52447361,0.88811184,0.58495276,-111.35683,58.696616
22-Nov,-10.65233333,80.18566667,10.999,20.70999546,0.517749886,0.341014737,-111.35683,58.696616
22-Dec,-22.23096774,76.79967742,8.745483871,9.171024928,0.229275623,0.151011846,-111.35683,58.696616
23-Jan,-14.20129032,84.05064516,7.780322581,14.29666716,0.357416679,0.235411649,-111.35683,58.696616
23-Feb,-21.27857143,74.75178571,9.835,11.26355519,0.28158888,0.185467849,-111.35683,58.696616
23-Mar,-14.19774194,67.77322581,10.32483871,19.46376393,0.486594098,0.32049405,-111.35683,58.696616
23-Apr,2.189166667,61.22566667,11.87566667,36.83358637,0.920839659,0.606508861,-111.35683,58.696616
23-May,15.14435484,50.17935484,10.68774194,49.92934898,1.248233724,0.822146187,-111.35683,58.696616
23-Jun,15.82016667,66.10533333,11.31533333,47.82922121,1.19573053,0.787565082,-111.35683,58.696616
23-Jul,18.13951613,61.84419355,9.659032258,49.54772287,1.238693072,0.815862258,-111.35683,58.696616
23-Aug,16.60274194,73.71225806,8.287741935,44.74857478,1.11871437,0.73683857,-111.35683,58.696616
23-Sep,13.22216667,72.30366667,8.796,42.33823637,1.058455909,0.697149478,-111.35683,58.696616
23-Oct,2.921935484,77.57709677,10.61548387,33.28431672,0.832107918,0.54806591,-111.35683,58.696616
23-Nov,-7.103333333,85.78033333,9.44,21.64817576,0.541204394,0.356462992,-111.35683,58.696616
23-Dec,-8.605645161,79.62677419,9.458387097,21.52693988,0.538173497,0.354466699,-111.35683,58.696616
24-Jan,-21.71193548,76.81741935,7.792903226,8.924888568,0.223122214,0.146958918,-111.35683,58.696616
24-Feb,-13.96982759,73.7437931,9.633103448,17.95804388,0.448951097,0.295700577,-111.35683,58.696616
24-Mar,-11.43774194,63.22096774,10.59709677,23.08749999,0.5771875,0.38016318,-111.35683,58.696616
24-Apr,2.5915,63.412,12.05233333,36.89457727,0.922364432,0.607513149,-111.35683,58.696616
24-May,9.11483871,62.18451613,13.18387097,43.91903519,1.09797588,0.723179213,-111.35683,58.696616
24-Jun,12.61066667,62.496,11.58566667,45.83611061,1.145902765,0.754746143,-111.35683,58.696616
24-Jul,19.51532258,69.30580645,10.06387097,49.60976246,1.240244062,0.816883814,-111.35683,58.696616
24-Aug,16.50193548,68.41225806,10.2,47.1511261,1.178778152,0.776399439,-111.35683,58.696616
24-Sep,11.13666667,77.809,8.932,39.44326061,0.986081515,0.649480255,-111.35683,58.696616
24-Oct,1.476290323,77.98193548,11.08580645,32.24186804,0.806046701,0.530900751,-111.35683,58.696616
24-Nov,-10.02466667,86.27133333,9.331333333,18.81271818,0.470317954,0.309773807,-111.35683,58.696616
24-Dec,-15.06870968,82.79483871,10.3983871,15.72281378,0.393070345,0.258894852,-111.35683,58.696616
10-Jan,-18.25016129,82.66387097,,,0.0,0.0,-115.523002,58.696532
10-Feb,-10.67232143,83.62464286,,,0.0,0.0,-115.523002,58.696532
10-Mar,,64.33451613,,,0.0,0.0,-115.523002,58.696532
10-Apr,5.562666667,60.54466667,,,0.0,0.0,-115.523002,58.696532
10-May,8.021935484,58.79806452,,,0.0,0.0,-115.523002,58.696532
10-Jun,13.293,66.64133333,,,0.0,0.0,-115.523002,58.696532
10-Jul,15.21870968,74.71096774,,,0.0,0.0,-115.523002,58.696532
10-Aug,13.66080645,79.03064516,,,0.0,0.0,-115.523002,58.696532
10-Sep,9.547,76.49333333,,,0.0,0.0,-115.523002,58.696532
10-Oct,4.327903226,71.73096774,,,0.0,0.0,-115.523002,58.696532
10-Nov,-9.1185,80.86366667,,,0.0,0.0,-115.523002,58.696532
10-Dec,-19.73354839,81.37096774,,,0.0,0.0,-115.523002,58.696532
11-Jan,-21.22225806,78.49290323,,,0.0,0.0,-115.523002,58.696532
11-Feb,-16.99303571,72.91821429,,,0.0,0.0,-115.523002,58.696532
11-Mar,-10.45564516,66.54451613,,,0.0,0.0,-115.523002,58.696532
11-Apr,2.116333333,60.26933333,,,0.0,0.0,-115.523002,58.696532
11-May,11.03693548,50.14645161,,,0.0,0.0,-115.523002,58.696532
11-Jun,13.05016667,63.84666667,,,0.0,0.0,-115.523002,58.696532
11-Jul,15.26322581,,,,0.0,0.0,-115.523002,58.696532
11-Aug,13.85241935,,,,0.0,0.0,-115.523002,58.696532
11-Sep,11.48183333,70.07866667,,,0.0,0.0,-115.523002,58.696532
11-Oct,4.017741935,79.63580645,,,0.0,0.0,-115.523002,58.696532
11-Nov,-12.31933333,83.899,,,0.0,0.0,-115.523002,58.696532
11-Dec,-11.25193548,83.28741935,,,0.0,0.0,-115.523002,58.696532
12-Jan,-16.57822581,82.72322581,6.966774194,11.79113929,0.294778482,0.194155149,-115.523002,58.696532
12-Feb,-10.5687931,76.23137931,6.566206897,18.25220377,0.456305094,0.30054427,-115.523002,58.696532
12-Mar,-7.805,70.63580645,7.820645161,22.82468622,0.570617155,0.375835638,-115.523002,58.696532
12-Apr,1.489333333,,9.121,,0.0,0.0,-115.523002,58.696532
12-May,9.844354839,49.85903226,9.239354839,44.08894135,1.102223534,0.72597692,-115.523002,58.696532
12-Jun,13.54816667,,7.144666667,,0.0,0.0,-115.523002,58.696532
12-Jul,18.36725806,,,,0.0,0.0,-115.523002,58.696532
12-Aug,15.16048387,,7.158387097,,0.0,0.0,-115.523002,58.696532
12-Sep,10.76633333,,7.924666667,,0.0,0.0,-115.523002,58.696532
12-Oct,-2.358064516,,,,0.0,0.0,-115.523002,58.696532
12-Nov,-14.8215,,5.446333333,,0.0,0.0,-115.523002,58.696532
12-Dec,-22.0733871,82.40580645,3.801290323,4.484909089,0.112122727,0.073849369,-115.523002,58.696532
13-Jan,,,,,0.0,0.0,-115.523002,58.696532
13-Feb,-11.46232143,83.9075,6.440714286,15.81056169,0.395264042,0.260339725,-115.523002,58.696532
13-Mar,-11.13274194,71.2183871,7.53483871,19.4685953,0.486714883,0.320573605,-115.523002,58.696532
13-Apr,-2.945833333,61.22266667,8.694,29.77975455,0.744493864,0.49035912,-115.523002,58.696532
13-May,9.963387097,,,,0.0,0.0,-115.523002,58.696532
13-Jun,14.63483333,,,,0.0,0.0,-115.523002,58.696532
13-Jul,13.99596774,,,,0.0,0.0,-115.523002,58.696532
13-Aug,14.87935484,78.62677419,6.526774194,40.87823021,1.021955755,0.673108738,-115.523002,58.696532
13-Sep,11.13233333,74.64333333,8.303,39.60070454,0.990017614,0.652072757,-115.523002,58.696532
13-Oct,3.030967742,82.56483871,7.774193548,30.25492082,0.756373021,0.498183299,-115.523002,58.696532
13-Nov,-12.30933333,83.237,7.048,15.63011515,0.390752879,0.257368458,-115.523002,58.696532
13-Dec,-23.87709677,75.95193548,6.94516129,6.493850444,0.162346261,0.10692898,-115.523002,58.696532
14-Jan,-17.00112903,77.92903226,8.360645161,13.41092376,0.335273094,0.220826829,-115.523002,58.696532
14-Feb,-20.53392857,72.35107143,6.893928571,10.21484253,0.255371063,0.168199546,-115.523002,58.696532
14-Mar,-12.43806452,63.06096774,7.824516129,20.13068035,0.503267009,0.331475623,-115.523002,58.696532
14-Apr,-0.268,59.82366667,10.084,33.53644848,0.838411212,0.552217559,-115.523002,58.696532
14-May,6.826129032,55.13387097,9.782258065,40.69730938,1.017432735,0.670129661,-115.523002,58.696532
14-Jun,14.3975,61.96066667,7.403333333,44.43082121,1.11077053,0.731606379,-115.523002,58.696532
14-Jul,17.77983871,69.83129032,7.070322581,45.68179179,1.142044795,0.752205099,-115.523002,58.696532
14-Aug,15.24096774,65.63709677,7.073548387,44.21498534,1.105374633,0.728052385,-115.523002,58.696532
14-Sep,8.012333333,74.43433333,7.804,36.43189091,0.910797273,0.599894467,-115.523002,58.696532
14-Oct,2.948225806,87.28806452,8.896451613,30.07674927,0.751918732,0.495249492,-115.523002,58.696532
14-Nov,-13.45816667,83.24333333,6.823666667,14.41620454,0.360405114,0.237379974,-115.523002,58.696532
14-Dec,-15.8933871,86.19419355,5.646451613,10.72928445,0.268232111,0.176670445,-115.523002,58.696532
15-Jan,-16.71370968,82.21451613,7.08483871,11.85826246,0.296456562,0.195260412,-115.523002,58.696532
15-Feb,-18.48517857,78.40321429,8.243214286,11.87887825,0.296971956,0.195599876,-115.523002,58.696532
15-Mar,-6.268548387,67.71870968,7.948709677,24.90092815,0.622523204,0.410023434,-115.523002,58.696532
15-Apr,3.747333333,48.04566667,9.924,39.42235151,0.985558788,0.649135962,-115.523002,58.696532
15-May,10.45451613,41.5,7.909677419,45.31818182,1.132954545,0.746217828,-115.523002,58.696532
15-Jun,14.77783333,56.37933333,8.277333333,46.54834545,1.163708636,0.766473937,-115.523002,58.696532
15-Jul,14.89145161,,,,0.0,0.0,-115.523002,58.696532
15-Aug,13.89306452,68.91645161,8.230645161,43.20157039,1.08003926,0.711365301,-115.523002,58.696532
15-Sep,7.7185,70.121,8.862,37.82093636,0.945523409,0.622766754,-115.523002,58.696532
15-Oct,2.948548387,80.52129032,8.949354839,31.47007478,0.78675187,0.518192256,-115.523002,58.696532
15-Nov,-8.1065,83.99666667,6.673666667,19.01818939,0.475454735,0.313157135,-115.523002,58.696532
15-Dec,-14.89596774,85.57032258,6.216451613,12.18830352,0.304707588,0.200694931,-115.523002,58.696532
16-Jan,-15.04967742,83.75451613,,,0.0,0.0,-115.523002,58.696532
16-Feb,-12.94672414,80.02172414,7.09137931,15.72625862,0.393156465,0.258951575,-115.523002,58.696532
16-Mar,-5.831774194,72.52225806,7.769354839,24.2027698,0.605069245,0.398527425,-115.523002,58.696532
16-Apr,1.864,58.313,10.771,36.29201364,0.907300341,0.597591221,-115.523002,58.696532
16-May,10.16903226,58.90419355,8.293870968,41.86595748,1.046648937,0.689372844,-115.523002,58.696532
16-Jun,14.56916667,66.387,8.535,44.55036515,1.113759129,0.733574812,-115.523002,58.696532
16-Jul,16.21983871,71.47741935,6.628709677,43.60317449,1.090079362,0.71797819,-115.523002,58.696532
16-Aug,14.76064516,71.3016129,7.401290323,42.89123167,1.072280792,0.706255204,-115.523002,58.696532
16-Sep,8.8705,75.235,8.206666667,37.35390909,0.933847727,0.615076594,-115.523002,58.696532
16-Oct,-0.656451613,87.2083871,6.458709677,24.98739883,0.624684971,0.411447277,-115.523002,58.696532
16-Nov,-4.749166667,83.61866667,6.861333333,22.2866606,0.557166515,0.366976406,-115.523002,58.696532
16-Dec,-18.94258065,80.56709677,6.703225806,9.875290319,0.246882258,0.162608415,-115.523002,58.696532
17-Jan,-14.70629032,81.86483871,6.58516129,13.37836657,0.334459164,0.220290736,-115.523002,58.696532
17-Feb,-13.21285714,76.51892857,6.905357143,16.04536202,0.40113405,0.264205992,-115.523002,58.696532
17-Mar,-11.33790323,67.80709677,8.952903226,21.02789149,0.525697287,0.346249273,-115.523002,58.696532
17-Apr,1.887666667,52.94033333,9.083666667,36.12256212,0.903064053,0.594801,-115.523002,58.696532
17-May,10.84596774,51.57935484,9.703548387,45.00357918,1.125089479,0.741037521,-115.523002,58.696532
17-Jun,13.35666667,62.69933333,7.932666667,43.73387576,1.093346894,0.720130342,-115.523002,58.696532
17-Jul,15.89983871,67.00064516,7.002580645,44.48802346,1.112200587,0.732548282,-115.523002,58.696532
17-Aug,15.42951613,63.2183871,7.393225806,45.10989296,1.127747324,0.742788104,-115.523002,58.696532
17-Sep,10.60983333,68.10266667,7.665666667,39.95583788,0.998895947,0.65792045,-115.523002,58.696532
17-Oct,1.471129032,80.76451613,8.347419355,29.6268695,0.740671738,0.487841686,-115.523002,58.696532
17-Nov,-14.85,83.85633333,7.210666667,13.31855152,0.332963788,0.21930581,-115.523002,58.696532
17-Dec,-15.54822581,80.10774194,6.548387097,12.93680938,0.323420235,0.213019972,-115.523002,58.696532
18-Jan,-18.28774194,80.69322581,6.572903226,10.34763049,0.258690762,0.170386058,-115.523002,58.696532
18-Feb,-17.57696429,72.91892857,8.2125,13.77834902,0.344458726,0.226876924,-115.523002,58.696532
18-Mar,-9.368548387,66.04419355,8.298709677,22.68014956,0.567003739,0.37345567,-115.523002,58.696532
18-Apr,-1.783833333,56.701,9.011666667,31.97870152,0.799467538,0.526567401,-115.523002,58.696532
18-May,12.03774194,46.62870968,9.623870968,47.01738124,1.175434531,0.77419717,-115.523002,58.696532
18-Jun,13.4,70.54866667,8.454666667,42.59490303,1.064872576,0.7013758,-115.523002,58.696532
18-Jul,15.41758065,67.77290323,7.824193548,44.51136511,1.112784128,0.73293263,-115.523002,58.696532
18-Aug,13.60096774,67.66645161,7.058387097,42.30683431,1.057670858,0.696632406,-115.523002,58.696532
18-Sep,2.687833333,67.82966667,7.364666667,32.5828697,0.814571742,0.536515749,-115.523002,58.696532
18-Oct,0.310645161,69.69451613,7.308064516,30.00636803,0.750159201,0.494090581,-115.523002,58.696532
18-Nov,-8.834166667,86.06633333,5.389333333,16.97949091,0.424487273,0.279587537,-115.523002,58.696532
18-Dec,-12.82967742,83.32064516,5.933225806,14.3042654,0.357606635,0.235536763,-115.523002,58.696532
19-Jan,-15.43629032,81.12032258,6.627096774,12.89508505,0.322377126,0.212332931,-115.523002,58.696532
19-Feb,-21.96196429,72.58285714,5.312857143,7.684467529,0.192111688,0.126533908,-115.523002,58.696532
19-Mar,-2.685322581,58.02806452,7.149677419,29.497261,0.737431525,0.485707528,-115.523002,58.696532
19-Apr,2.360166667,55.78533333,8.219,35.33460758,0.883365189,0.58182639,-115.523002,58.696532
19-May,9.59483871,44.55387097,7.792903226,43.83830205,1.095957551,0.721849846,-115.523002,58.696532
19-Jun,12.99133333,66.42866667,6.896666667,41.87888788,1.046972197,0.689585758,-115.523002,58.696532
19-Jul,15.22741935,68.81193548,5.962258065,42.73423313,1.068355828,0.703670036,-115.523002,58.696532
19-Aug,13.45129032,72.95935484,7.070967742,41.12161877,1.028040469,0.67711642,-115.523002,58.696532
